,Name,Type,Rating,Delivery Time,Price
5593,Skoop Ice Cream Parlour,Desserts,--,31 MINS,200 FOR TWO
5594,Snack Shack Sandwich,Indian,--,36 MINS,150 FOR TWO
5595,Makkhan,"Biryani, North Indian",--,34 MINS,250 FOR TWO
5596,Vaibhav's- Biryani House,"North Indian, Biryani",--,35 MINS,400 FOR TWO
5597,Sai Sagar Pure Veg- Aundh,"Indian, Punjabi, South Indian, Beverages",4.2,40 MINS,250 FOR TWO
5598,Hotel Annapurna	,"South Indian, Indian, Thalis",--,26 MINS,500 FOR TWO
5599,Marrakesh,"Lebanese, North Indian, Afghani, Mughlai, Biryani, Kebabs, Mediterranean, Arabia...",4.1,34 MINS,350 FOR TWO
5600,Kerala Restaurant,"Kerala, South Indian",4.3,34 MINS,200 FOR TWO
5601,Eatsome- Wraps & Rolls,"North Indian, Street Food, Biryani, Snacks, Beverages",4.4,31 MINS,300 FOR TWO
5602,Bailey's The Cake Shop,"Bakery, Desserts",--,32 MINS,300 FOR TWO
5603,The Cheesy Bond,Beverages,4.3,35 MINS,250 FOR TWO
5604,ASWAD BIRYANI,Biryani,--,34 MINS,200 FOR TWO
5605,Hyderabadi Spice,"Biryani, Mughlai, North Indian, Chinese",4.1,38 MINS,500 FOR TWO
5606,Bombay Sandwich,Indian,2.8,34 MINS,200 FOR TWO
5607,Ottoman Eats,"Lebanese, Kebabs, Beverages",4.1,25 MINS,300 FOR TWO
5608,Between Your Buns,"Continental, Italian, Beverages",4.4,26 MINS,600 FOR TWO
5609,Crazy Cheesy ( Sakunke),"Pizzas, Pastas, American, Italian",4.1,28 MINS,500 FOR TWO
5610,Kunafa World,Desserts,4.2,33 MINS,250 FOR TWO
5611,SHREE CHINSE POINT,Chinese,--,30 MINS,200 FOR TWO
5612,Hotel Siddheswar,"North Indian, Chinese",--,31 MINS,300 FOR TWO
5613,Natural Ice Cream,"Ice Cream, Desserts",4.7,23 MINS,150 FOR TWO
5614,Biryani By Kilo,"Biryani, Hyderabadi, North Indian, Kebabs, Mughlai, Desserts",4.0,44 MINS,700 FOR TWO
5615,Five Fingers,Chinese,--,25 MINS,300 FOR TWO
5616,Third Wave Coffee,"Beverages, Desserts, Bakery",4.3,26 MINS,400 FOR TWO
5617,Backers Bake,Desserts,4.2,25 MINS,450 FOR TWO
5618,Hotel Garwa Satyampuram (Veg & NonVeg),"Biryani, Chinese, Maharashtrian, North Indian, Indian",4.0,28 MINS,300 FOR TWO
5619,RED CHILLY,"Chinese, Indian, Thalis, North Indian, Biryani",--,22 MINS,200 FOR TWO
5620,Hotel Nandini,"Chinese, Maharashtrian, Indian, Thalis, North Indian",3.4,28 MINS,250 FOR TWO
5621,Dada's Cabin,North Indian,4.2,23 MINS,200 FOR TWO
5622,Taco Mania,Mexican,4.0,37 MINS,300 FOR TWO
5623,China Town,Chinese,--,23 MINS,300 FOR TWO
5624,Hotel Jeevan,"North Indian, Chinese, Maharashtrian",--,26 MINS,250 FOR TWO
5625,Hotel Kunal,"North Indian, Chinese",3.9,29 MINS,500 FOR TWO
5626,Shagun Mithai,"Sweets, Snacks",--,19 MINS,200 FOR TWO
5627,Thorat's Barbeque Misal & Pav Bhaji,"Maharashtrian, Street Food",--,25 MINS,250 FOR TWO
5628,Momopoly,Chinese,--,24 MINS,200 FOR TWO
5629,Shirish China Park,Chinese,4.3,23 MINS,300 FOR TWO
5630,Ganesh Bhel,Snacks,4.0,21 MINS,200 FOR TWO
5631,Thaskebaaj,"Maharashtrian, Snacks",4.1,27 MINS,400 FOR TWO
5632,Waghere Yancha Ranmala,Maharashtrian,3.5,29 MINS,400 FOR TWO
5633,Burger Express,Beverages,--,28 MINS,200 FOR TWO
5634,NIC Ice Creams,"Ice Cream, Desserts",4.6,23 MINS,120 FOR TWO
5635,Pizza by ovenmaster,"Pizzas, Italian",3.9,24 MINS,200 FOR TWO
5636,Chef's Kitchen,"North Indian, Chinese",--,27 MINS,250 FOR TWO
5637,Ghar Ka Khana,North Indian,2.8,30 MINS,250 FOR TWO
5638,Punjabi TREAT,"Punjabi, North Indian, Chinese, Biryani, Desserts, Bengali, Seafood, Tandoor, Be...",4.0,26 MINS,400 FOR TWO
5639,Sham's Kitchen,South Indian,2.5,30 MINS,100 FOR TWO
5640,Shokeen Burger,"Fast Food, American, Continental, Beverages, Desserts",4.1,32 MINS,200 FOR TWO
5641,PUNE ROLLS,Indian,3.9,31 MINS,250 FOR TWO
5642,New Durga Pav Bhaji and Juice Bar,"Street Food, Juices, Beverages",--,36 MINS,200 FOR TWO
5643,Kaka Halawai Sweet Center,"Sweets, Snacks",4.2,24 MINS,300 FOR TWO
5644,Haldiram's Restaurant,"Sweets, Chaat, Fast Food, Beverages",--,30 MINS,200 FOR TWO
5645,Vrundavan,"North Indian, Chinese",3.5,34 MINS,300 FOR TWO
5646,V BAKES,"Desserts, Bakery",--,33 MINS,200 FOR TWO
5647,Haldiram's Sweets and Namkeen,"North Indian, South Indian, Biryani, Chaat, Snacks",3.8,28 MINS,200 FOR TWO
5648,China valley,"Chinese, Snacks",--,37 MINS,150 FOR TWO
5649,Sangameshwar Chinese,Chinese,--,40 MINS,250 FOR TWO
5650,CAFE RITZ,"Beverages, Fast Food, Snacks, Pizzas, Burgers",--,33 MINS,400 FOR TWO
5651,Cheezy,"Italian, Pizzas, Beverages, Snacks, American",3.7,34 MINS,250 FOR TWO
5652,HARI OM JUICE BAR,Beverages,--,31 MINS,200 FOR TWO
5653,BANGALORE IYENGAR BAKERY,"Bakery, Desserts",4.5,27 MINS,150 FOR TWO
5654,Captain Coffee,"Beverages, Fast Food, Street Food, Pizzas, Snacks",--,30 MINS,400 FOR TWO
5655,SHREE GANESH FOODS COURT,"Snacks, Beverages",--,24 MINS,200 FOR TWO
5656,Shreyash Kitchen,Indian,--,24 MINS,150 FOR TWO
5657,SANDEEP TANDOOR AND BIRYANI POINT,"North Indian, Chinese, Biryani",--,20 MINS,300 FOR TWO
5658,Shri Ganesh Anda Buruji Center,"Snacks, Beverages",--,26 MINS,200 FOR TWO
5659,The Choco World,Desserts,--,19 MINS,200 FOR TWO
5660,Jagat Bhari,"Chinese, Indian, Fast Food",--,27 MINS,400 FOR TWO
5661,Quick Bake,Bakery,--,28 MINS,400 FOR TWO
5662,The Momo Box,"Chinese, Tibetan, Nepalese, Pizzas, Snacks, Beverages",3.6,23 MINS,200 FOR TWO
5663,Gypsy Shawarma,North Indian,--,24 MINS,160 FOR TWO
5664,Khichdi Central,"Indian, Snacks, Chinese, Fast Food, Kebabs, Burgers",5.0,28 MINS,400 FOR TWO
5665,Khatri Bandhu Pot Ice Cream - Karvenagar,Ice Cream,4.5,18 MINS,250 FOR TWO
5666,Green Food,"North Indian, South Indian, Chinese",4.3,25 MINS,400 FOR TWO
5667,Ak burger & Chinese,"Burgers, Chinese, Snacks",--,27 MINS,300 FOR TWO
5668,Jogeshwari Pure Veg,"North Indian, Chinese, South Indian",--,22 MINS,350 FOR TWO
5669,Kwality Walls Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream, Ice Cream Cakes",4.6,18 MINS,300 FOR TWO
5670,Eat Well,"Snacks, Desserts",--,27 MINS,200 FOR TWO
5671,KANNU KI CHAI,"Italian, Beverages",4.5,28 MINS,350 FOR TWO
5672,Chai - The Way You Like It,Fast Food,4.1,32 MINS,250 FOR TWO
5673,Tahari House,North Indian,4.1,25 MINS,200 FOR TWO
5674,Biggies Burger,"American, Fast Food, Beverages",3.7,27 MINS,300 FOR TWO
5675,Ertugrul bbq cafe,Arabian,--,28 MINS,300 FOR TWO
5676,The Greedyman Pizzeria,"Pizzas, Italian, Fast Food",3.9,25 MINS,800 FOR TWO
5677,Largo Pizzeria,Italian,4.0,33 MINS,650 FOR TWO
5678,Taco Mania,Mexican,4.0,37 MINS,300 FOR TWO
5679,Waffle N Shake,Indian,--,35 MINS,450 FOR TWO
5680,Go Rigo Go,Snacks,4.5,28 MINS,300 FOR TWO
5681,Natural Ice Cream,"Ice Cream, Desserts",4.7,23 MINS,150 FOR TWO
5682,Sampan Food And Foods,"Chinese, North Indian, Mughlai, Desserts",4.3,27 MINS,400 FOR TWO
5683,Community Cafe,"Continental, Indian, Italian",--,24 MINS,500 FOR TWO
5684,Thanco's Natural Ice Cream,"Ice Cream, Desserts",3.6,22 MINS,200 FOR TWO
5685,MAGIC MIKES  BURGER THERAPY,American,4.2,28 MINS,600 FOR TWO
5686,We Idliwale,South Indian,4.2,27 MINS,300 FOR TWO
5687,Best Belgian waffle,"Desserts, Beverages",4.2,24 MINS,300 FOR TWO
5688,Real Bengal Sweets,"Sweets, Snacks",4.4,14 MINS,200 FOR TWO
5689,The Brooklyn Creamery - Healthy Ice Cream,"Desserts, Ice Cream, Healthy Food",4.5,14 MINS,200 FOR TWO
5690,Eatsome- Wraps & Rolls,"North Indian, Street Food, Biryani, Snacks, Beverages",4.3,22 MINS,300 FOR TWO
5691,HAND PICKED THALI & COMBOS,"North Indian, Thalis",4.4,25 MINS,450 FOR TWO
5692,Firangi Bake,"Italian, Mexican, Pastas, Pizzas",3.8,26 MINS,400 FOR TWO
5693,Chaand's butter chicken,"North Indian, Indian",4.1,22 MINS,450 FOR TWO
5694,Upsouth,"South Indian, Fast Food",3.6,34 MINS,250 FOR TWO
5695,URBAN DARBAR,"North Indian, Chinese, Tandoor, Mughlai",4.4,21 MINS,600 FOR TWO
5696,Shahi Pakwan,"Mughlai, North Indian, Chinese",3.5,20 MINS,650 FOR TWO
5697,Subway,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.1,18 MINS,350 FOR TWO
5698,Grameen Kulfi,"Ice Cream, Desserts",4.2,16 MINS,120 FOR TWO
5699,Rolls Kart,"Indian, Beverages, Arabian",4.2,21 MINS,350 FOR TWO
5700,Mad Over Donuts,"Desserts, Sweets, Bakery",4.3,28 MINS,200 FOR TWO
5701,We Idliwale,"South Indian, Biryani",4.4,21 MINS,300 FOR TWO
5702,SPICY TOKRI,Indian,4.4,24 MINS,450 FOR TWO
5703,Wow! Momo,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",4.0,38 MINS,200 FOR TWO
5704,Kannu Ki Chai,Beverages,4.2,35 MINS,350 FOR TWO
5705,Eatsome- Wraps & Rolls,"Fast Food, Snacks",4.3,32 MINS,300 FOR TWO
5706,Chinese Karkhana,"Chinese, Asian, Beverages, Street Food",4.0,32 MINS,200 FOR TWO
5707,Cafe PeterDonuts,"Continental, Desserts",4.2,30 MINS,400 FOR TWO
5708,Keventers - Milkshakes & Desserts,"Beverages, Ice Cream, Desserts, Healthy Food",3.8,30 MINS,200 FOR TWO
5709,Sukhkarta Pure Veg Dining Hall	,Indian,3.9,37 MINS,500 FOR TWO
5710,Burger Craft,American,4.4,32 MINS,800 FOR TWO
5711,Baskin Robbins,Ice Cream,4.5,26 MINS,300 FOR TWO
5712,DEMITASSE COFFEE,"Beverages, Ice Cream",--,38 MINS,300 FOR TWO
5713,Baker's Basket,"Bakery, Desserts",4.5,28 MINS,400 FOR TWO
5714,Biggies Burger,"American, Fast Food, Beverages",3.8,34 MINS,300 FOR TWO
5715,MH 12 Pav Bhaji,"Fast Food, Street Food, Snacks, Beverages, Indian",4.2,31 MINS,200 FOR TWO
5716,Monginis Cake Shop,Bakery,--,26 MINS,600 FOR TWO
5717,Farmaaish,"Mughlai, North Indian, Biryani, Tandoor, Seafood",4.3,39 MINS,600 FOR TWO
5718,FALL IN LOVE,"Juices, Snacks, Beverages, Italian, Street Food",--,33 MINS,250 FOR TWO
5719,Sugran Swayampakghar,Maharashtrian,4.5,16 MINS,200 FOR TWO
5720,Starbucks Coffee,"Beverages, Ice Cream",4.6,30 MINS,400 FOR TWO
5721,Food Station,"North Indian, Chinese, Biryani",--,33 MINS,300 FOR TWO
5722,99 Pancakes,Desserts,4.3,20 MINS,300 FOR TWO
5723,Kekiz The Cake Shop,Bakery,3.8,16 MINS,300 FOR TWO
5724,AROMA BIRYANI AND KEBABS,"North Indian, Biryani",--,21 MINS,500 FOR TWO
5725,Mad Over Bowls (MOB),"Chinese, Tibetan",4.0,28 MINS,200 FOR TWO
5726,NOTO - Healthy Ice Cream,"Ice Cream, Desserts",4.2,17 MINS,250 FOR TWO
5727,WarmOven Cake & Desserts,"Bakery, Desserts, Ice Cream, Beverages",4.3,25 MINS,200 FOR TWO
5728,Borudes Gavran Swad,"Indian, Biryani, Continental, Beverages",--,22 MINS,600 FOR TWO
5729,RushHrs,"Salads, Healthy Food",4.1,23 MINS,400 FOR TWO
5730,Mealful Rolls - India's Biggest Rolls,"Fast Food, Snacks, North Indian, Desserts",3.7,26 MINS,250 FOR TWO
5731,Baker's Basket,"Bakery, Desserts",4.3,16 MINS,400 FOR TWO
5732,Itminaan Matka Biryani - Slow Cooked,"Biryani, North Indian, Mughlai",3.8,26 MINS,400 FOR TWO
5733,Venky's Xprs (Karishma Complex),North Indian,4.6,23 MINS,400 FOR TWO
5734,Kokan Fresh Fish,"Maharashtrian, Seafood",--,28 MINS,350 FOR TWO
5735,harvest club,"Indian, Chinese, Continental",4.7,25 MINS,700 FOR TWO
5736,Pan Asia,Asian,4.3,28 MINS,700 FOR TWO
5737,THE STREET ROLLS,"Chinese, Beverages",--,31 MINS,200 FOR TWO
5738,Feast India Co.,"Asian, Indian",--,31 MINS,1000 FOR TWO
5739,The Verandah,"Beverages, South Indian, Snacks, Fast Food, Chaat",4.5,21 MINS,500 FOR TWO
5740,Malabar,"North Indian, Chinese",3.8,24 MINS,400 FOR TWO
5741,The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",4.1,25 MINS,250 FOR TWO
5742,Barometer,"Indian, Chinese, Continental, Pan-Asian",4.5,25 MINS,1100 FOR TWO
5743,Oven Story Pizza,"Pizzas, Italian",4.2,28 MINS,400 FOR TWO
5744,Third Wave Coffee,"Beverages, Fast Food, Snacks",4.4,23 MINS,400 FOR TWO
5745,"The daily burger, fries & coffee","Burgers, Snacks",--,25 MINS,300 FOR TWO
5746,Mad Momos,"Chinese, Tibetan, Nepalese, Pizzas, Snacks, Beverages",3.8,24 MINS,200 FOR TWO
5747,The Doner Company,"Middle Eastern, Lebanese",4.3,22 MINS,450 FOR TWO
5748,99 Pancakes,Desserts,4.3,23 MINS,300 FOR TWO
5749,"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",4.5,18 MINS,250 FOR TWO
5750,Biryani Kingdom,Biryani,--,20 MINS,300 FOR TWO
5751,McDonald's Gourmet Burger Collection,"Burgers, Beverages, Cafe, Desserts",--,37 MINS,400 FOR TWO
5752,Mai Wadewale,"Street Food, Snacks",--,34 MINS,100 FOR TWO
5753,Nanumal Bhojraj,"Chinese, North Indian",4.0,35 MINS,300 FOR TWO
5754,The Cake and Cream Factory,"Bakery, Desserts, Snacks",--,37 MINS,400 FOR TWO
5755,SWAD BIRYANI,"Biryani, North Indian",--,35 MINS,200 FOR TWO
5756,Homely Meals @69,"Chinese, North Indian",3.5,40 MINS,200 FOR TWO
5757,FISH CURRY RICE,Indian,4.4,30 MINS,1000 FOR TWO
5758,Vyanjan,North Indian,4.4,35 MINS,250 FOR TWO
5759,Haldiram's Restaurant,"Chaat, North Indian, South Indian, Fast Food, Beverages, Desserts",4.3,34 MINS,300 FOR TWO
5760,Abhis Corner By Samarth Foods,"Fast Food, Italian, Chinese",--,31 MINS,150 FOR TWO
5761,Shivtirth Vadapav	,"Maharashtrian, Snacks, Beverages",--,40 MINS,100 FOR TWO
5762,Hotel Trushna,"North Indian, Chinese, Fast Food",--,35 MINS,300 FOR TWO
5763,Foods Villa,"Fast Food, Snacks, Pizzas",--,41 MINS,200 FOR TWO
5764,McCafe by McDonald's,"American, Beverages, Desserts",--,41 MINS,250 FOR TWO
5765,Pav Bhaji On KG,"Snacks, Street Food, Beverages",--,35 MINS,150 FOR TWO
5766,HOTEL SHIVNERI,Biryani,--,29 MINS,200 FOR TWO
5767,PIZZA AFFAIRS,"Pizzas, Fast Food, Beverages",--,40 MINS,300 FOR TWO
5768,Pune Coffee,"Beverages, Fast Food",--,38 MINS,300 FOR TWO
5769,DAWAT FAMILY RESTAURANT,"Chinese, Biryani, Desserts",--,38 MINS,200 FOR TWO
5770,HOTEL MAHARASTRA,"Biryani, Indian",--,38 MINS,300 FOR TWO
5771,Shiv Sagar Pure Veg,"North Indian, Punjabi, Tandoor, Desserts, Ice Cream",--,37 MINS,300 FOR TWO
5772,CAFE ROOBAB,"Italian-American, Fast Food, Beverages",--,38 MINS,170 FOR TWO
5773,GreatGod Ice Cream,Ice Cream,--,31 MINS,100 FOR TWO
5774,Anaya's kichen,"Indian, Chinese, Snacks",--,35 MINS,300 FOR TWO
5775,Biryani House,North Indian,--,34 MINS,600 FOR TWO
5776,Assal Biryani Point,Biryani,--,36 MINS,250 FOR TWO
5777,Pailwaan Biryanis,"Biryani, Maharashtrian",--,33 MINS,300 FOR TWO
5778,DB Khanawal,Indian,--,34 MINS,600 FOR TWO
5779,Sharwari Caterers,North Indian,--,34 MINS,600 FOR TWO
5780,Mandarin Oak- The Heavenly Chinese,"Chinese, Oriental, Pan-Asian, Snacks",4.1,34 MINS,350 FOR TWO
5781,HIGH ON CHEESE,"American, Fast Food, Snacks",--,29 MINS,300 FOR TWO
5782,Cafe Pizzerio,"Fast Food, Italian",--,32 MINS,300 FOR TWO
5783,Jija Pure Veg,Indian,4.2,39 MINS,150 FOR TWO
5784,Thali Central,"North Indian, Kebabs, Biryani, Awadhi, Hyderabadi, Lucknowi, Mughlai, Desserts, ...",3.7,44 MINS,350 FOR TWO
5785,La Cheezy,"Pizzas, Fast Food, Snacks",--,42 MINS,350 FOR TWO
5786,EatFit,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",4.2,30 MINS,270 FOR TWO
5787,Gavkari,Maharashtrian,3.5,41 MINS,400 FOR TWO
5788,Hotel Lalit Mahal,"Chinese, Fast Food, Maharashtrian, Indian",--,34 MINS,400 FOR TWO
5789,UBQ by Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.9,37 MINS,300 FOR TWO
5790,Havmor Havfunn Ice cream,"Ice Cream, Ice Cream Cakes, Desserts, Beverages",--,30 MINS,200 FOR TWO
5791,Kondhalkar Mastani House,"Beverages, Ice Cream",4.2,31 MINS,200 FOR TWO
5792, Poona Guest House,Indian,--,35 MINS,250 FOR TWO
5793,Khandesh Junction,"Maharashtrian, Punjabi, Beverages",4.2,32 MINS,200 FOR TWO
5794,Sudam A1 sandwich,Snacks,--,27 MINS,100 FOR TWO
5795,Tuljai veg nonveg,"Biryani, Indian",--,37 MINS,300 FOR TWO
5796,Hotel Mughal Darbar	,"Mughlai, North Indian, Snacks, Chinese, Thalis",3.6,35 MINS,200 FOR TWO
5797,Home Plate by EatFit,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",3.8,29 MINS,160 FOR TWO
5798,Hotel Malabar	,"Indian, Chinese, Snacks",2.6,38 MINS,200 FOR TWO
5799,JAYVARDHAN JUICE BAR,"Juices, Beverages",--,35 MINS,250 FOR TWO
5800,Hotel Aryan,Indian,3.8,34 MINS,250 FOR TWO
5801,WOW PIZZA 99,Pizzas,--,43 MINS,300 FOR TWO
5802,Burger factory talegaon,Burgers,--,43 MINS,200 FOR TWO
5803,KAKE KA PARATHA,North Indian,--,43 MINS,200 FOR TWO
5804,WHAT A ROLLS,Snacks,--,43 MINS,200 FOR TWO
5805,BURGER KING TALEGAON,American,--,49 MINS,200 FOR TWO
5806,Flora Foods,Chinese,--,51 MINS,200 FOR TWO
5807,Combo Express,"North Indian, Fast Food",--,43 MINS,300 FOR TWO
5808,kheema master,Indian,--,43 MINS,200 FOR TWO
5809,Dolphin Chinese Wok,"Maharashtrian, Fast Food, Snacks",--,53 MINS,300 FOR TWO
5810,TANU'S KHEEMA & ROLLS,"Maharashtrian, Fast Food, Snacks",--,43 MINS,300 FOR TWO
5811,Pizza Margherita,Pizzas,--,43 MINS,300 FOR TWO
5812,Punyat Kolhapur,"Indian, Snacks, Fast Food",--,43 MINS,300 FOR TWO
5813,RADHE  PAV - BHAJI,Street Food,--,43 MINS,200 FOR TWO
5814,YARA DI HAVELI,"North Indian, Indian",--,43 MINS,200 FOR TWO
5815,SpiceBurg,Indian,--,-- MINS,200 FOR TWO
5816,Eden Bakery,Bakery,--,-- MINS,200 FOR TWO
5817,Delicious Biryani,Biryani,--,-- MINS,200 FOR TWO
5818,AM PARATHA HOUSE,Indian,--,-- MINS,200 FOR TWO
5819,GURUDEV PARATHA HOUSE,"North Indian, Maharashtrian",--,-- MINS,200 FOR TWO
5820,BHOOK LAGI,"Snacks, Fast Food, Indian",--,-- MINS,150 FOR TWO
5821,SWRAJ FOODS,"Chaat, Indian, Snacks, Fast Food, Maharashtrian",--,-- MINS,300 FOR TWO
5822,Spice Kitchen cafe,Indian,--,-- MINS,200 FOR TWO
5823,Fiery Tikka Kitchen Cafe,Indian,--,-- MINS,200 FOR TWO
5824,Killer Hot Cafe,Indian,--,-- MINS,200 FOR TWO
5825,HOTEL ATITHI PUREPUR KOLHAPUR,"Maharashtrian, Snacks, Seafood",--,-- MINS,400 FOR TWO
5826,Kolkata Rolls and chinese station,"Snacks, Chinese",--,-- MINS,200 FOR TWO
5827,Eden Bakery,Bakery,--,-- MINS,200 FOR TWO
5828,Delicious Biryani,Biryani,--,-- MINS,200 FOR TWO
5829,Sudama Pavbhaji And Snacks,Snacks,--,-- MINS,300 FOR TWO
5830,AM PARATHA HOUSE,Indian,--,-- MINS,200 FOR TWO
5831,GURUDEV PARATHA HOUSE,"North Indian, Maharashtrian",--,-- MINS,200 FOR TWO
5832,HOTEL ROHIT,"North Indian, Indian, Chinese",--,-- MINS,600 FOR TWO
5833,Swara's Cake Mania,Bakery,--,-- MINS,600 FOR TWO
5834,The Pizza Room,"Italian, Pizzas, Snacks",3.7,33 MINS,300 FOR TWO
5835,Swarajya Misal House,"Street Food, Beverages, Indian",--,42 MINS,150 FOR TWO
5836,The Szechuan Shack,"Indian, Chinese",3.8,41 MINS,400 FOR TWO
5837,Cafe Chocolicious,"Fast Food, Italian, Beverages",2.9,34 MINS,300 FOR TWO
5838,DESI HANDI,"North Indian, Biryani, Chinese",3.6,35 MINS,350 FOR TWO
5839,Fusion Cafe	,"Fast Food, Beverages, Pizzas",--,32 MINS,200 FOR TWO
5840,Annapoorna,"Chinese, South Indian, North Indian, Continental, Desserts, Italian, Beverages",4.3,37 MINS,400 FOR TWO
5841,Shawarma Culture,Snacks,2.5,33 MINS,200 FOR TWO
5842,Paratha House & Food Plaza,"Street Food, North Indian",3.9,39 MINS,200 FOR TWO
5843,Hotel Gopala,"North Indian, South Indian, Chinese",--,38 MINS,250 FOR TWO
5844,Kekiz The Cake Shop - M.B.Enterprises,Bakery,--,30 MINS,500 FOR TWO
5845,Village Style Pizzeria,"Indian, Pizzas, Burgers",--,38 MINS,150 FOR TWO
5846,Wrappy Trappy,Snacks,3.5,36 MINS,300 FOR TWO
5847,A-1 Swaad Pani Puri,"Snacks, Chaat",--,33 MINS,200 FOR TWO
5848,Bocca,"Beverages, Snacks",--,38 MINS,150 FOR TWO
5849, Naadbramha Juice And Cafe ,"Juices, Beverages",--,39 MINS,200 FOR TWO
5850,Swaad E Hyderabad,North Indian,--,44 MINS,200 FOR TWO
5851,Malabar,Indian,3.4,39 MINS,400 FOR TWO
5852,Keshavkunj Pure Veg,"North Indian, Chinese",3.4,53 MINS,200 FOR TWO
5853,Zaika Biryani,"Biryani, Fast Food",--,41 MINS,400 FOR TWO
5854,BLACK CHICKEN,Chinese,--,45 MINS,300 FOR TWO
5855,Soy de Asian,Chinese,--,44 MINS,200 FOR TWO
5856,FOOD MALL,"North Indian, Chinese",--,45 MINS,300 FOR TWO
5857,Chow Mein & Co.,"Asian, Chinese, Oriental",--,47 MINS,200 FOR TWO
5858,Red Dragon Chinese,Chinese,--,45 MINS,150 FOR TWO
5859,Milky vibes,Beverages,--,45 MINS,200 FOR TWO
5860,Food Express,"Chinese, Indian",--,45 MINS,200 FOR TWO
5861,Master Chef,"Biryani, North Indian",--,45 MINS,300 FOR TWO
5862,Dilbaro -Pure Veg,"North Indian, Chinese, Biryani, Hyderabadi, Punjabi",3.9,44 MINS,200 FOR TWO
5863,A1 Zaika,"North Indian, Biryani, Indian, Chinese, Tandoor",3.0,41 MINS,400 FOR TWO
5864,Baskin Robbins,"Desserts, Ice Cream",4.2,38 MINS,250 FOR TWO
5865,The Paratha Singh,"North Indian, Punjabi",3.9,46 MINS,200 FOR TWO
5866,Cafe Chokolade,"Ice Cream, Desserts",4.6,22 MINS,300 FOR TWO
5867,Natural Ice Cream,"Ice Cream, Desserts",4.8,24 MINS,150 FOR TWO
5868,Venkatesh Bhojanalaya,"North Indian, Thalis",3.5,30 MINS,200 FOR TWO
5869,Burger 1880,"American, Mexican, Italian",--,29 MINS,250 FOR TWO
5870,Pizza Merrano,Pizzas,--,42 MINS,250 FOR TWO
5871,Radhe Pure Veg,"Indian, Chinese, Snacks",--,27 MINS,250 FOR TWO
5872,Mummy Ki Roti,"Home Food, Thalis, North Indian, Chinese",--,27 MINS,250 FOR TWO
5873,Amul Ice cream Shop,Ice Cream,4.1,21 MINS,100 FOR TWO
5874,ZAZA 22 Spice Biryani,"Biryani, North Indian, Awadhi",--,27 MINS,250 FOR TWO
5875,Kwality Walls Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream, Ice Cream Cakes",4.4,22 MINS,300 FOR TWO
5876,Archana pure veg,"Indian, Continental",--,29 MINS,250 FOR TWO
5877,Tirupati Dining hall,North Indian,--,30 MINS,300 FOR TWO
5878,Cafe Crush,"Snacks, Pizzas, American, Beverages",--,30 MINS,300 FOR TWO
5879,Cafe Meraki,Pizzas,--,27 MINS,300 FOR TWO
5880,Thali Joy,North Indian,--,27 MINS,200 FOR TWO
5881,CHINA WALE,Chinese,3.0,31 MINS,500 FOR TWO
5882,White Spice,"North Indian, Indian, Chinese",--,-- MINS,1000 FOR TWO
5883,A1 Xprs,North Indian,--,-- MINS,400 FOR TWO
5884,HOTEL ATITHI PUREPUR KOLHAPUR,"Maharashtrian, Snacks, Seafood",--,-- MINS,400 FOR TWO
5885,Kolkata Rolls and chinese station,"Snacks, Chinese",--,-- MINS,200 FOR TWO
5886,Eden Bakery,Bakery,--,-- MINS,200 FOR TWO
5887,Delicious Biryani,Biryani,--,-- MINS,200 FOR TWO
5888,Sudama Pavbhaji And Snacks,Snacks,--,-- MINS,300 FOR TWO
5889,AM PARATHA HOUSE,Indian,--,-- MINS,200 FOR TWO
5890,GURUDEV PARATHA HOUSE,"North Indian, Maharashtrian",--,-- MINS,200 FOR TWO
5891,Swara's Cake Mania,Bakery,--,-- MINS,600 FOR TWO
5892,Wadeshwar (Bajirao road),"South Indian, Snacks, Street Food, Beverages",4.6,22 MINS,350 FOR TWO
5893,Jija Pure Veg,Indian,4.2,31 MINS,150 FOR TWO
5894,La Cheezy,"Pizzas, Fast Food, Snacks",--,34 MINS,350 FOR TWO
5895,EatFit,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",4.2,22 MINS,270 FOR TWO
5896,Gavkari,Maharashtrian,3.5,33 MINS,400 FOR TWO
5897,Hotel Lalit Mahal,"Chinese, Fast Food, Maharashtrian, Indian",--,26 MINS,400 FOR TWO
5898,UBQ by Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.9,29 MINS,300 FOR TWO
